task,stage,model_family,family,specification,model_id,representation,quantile,cohort,origin,fold,n_train,n_evaluation,train_order_id_sha256,evaluation_order_id_sha256,test_order_id_sha256,parameters_json,numeric_features_json,categorical_features_json,ordered_feature_sha256,fitted_model_sha256,model_hash_type,best_iteration,source_model_frame_sha256,direct_config_sha256
breach,later_evaluation,xgboost,xgboost,DPB,DPB,full,,2018-02,2018-02-01 00:00:00,,42578,6555,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,8c7636cc25f064c253b990368fe9224c1f8cbf16cdacd64db23c63695d52b920,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPG,DPG,full,,2018-02,2018-02-01 00:00:00,,42578,6555,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,22c8a81d99fa25cff298ca3ff2f9a92ae0baf56e645498926b0d51e2e2c125c7,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPS,DPS,full,,2018-02,2018-02-01 00:00:00,,42578,6555,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,6ad94722b36420097ace54122da3591d30c5c5a0e2c5889821b8dddd183b6440,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DP0,DP0,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPB,DPB,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,00ecd74f4678f94279a4064ce5804b89ed5efb257549258f93e6483fab5f789c,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPG,DPG,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,4e87445cc12e7fa0e2fe82c7cfb155af1f47389e6d118c53e297abc401347be5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPS,DPS,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,996acd971bf78b1f76d43b63482c3a11619744aea3fcb1f886fdbd1a83a7a927,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DP0,DP0,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPB,DPB,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPG,DPG,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPS,DPS,full,,2018-03,2018-03-01 00:00:00,,48428,7003,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DP0,DP0,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPB,DPB,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPG,DPG,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,46310058a0a9aadd218522726b8446925c75c0030bc8b5acaa9ef01f5abbb15a,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPS,DPS,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,32e5da99683cdab1f14f37d587aeecf158ffc9b319e27e612f842a71fc1e8c3b,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DP0,DP0,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,0ea7f21c9b86473b175c6cf990fa854199a67278d92779725fe4654933f120c6,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPB,DPB,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,8fad62287ec9158c2d5ae5fa3537ddc9bef5344b754166a5a722777f73528650,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPG,DPG,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,a8d61fd2fd094af0b68857646ff04fffd5a2e516bd30caf27918f82df51e43f8,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,xgboost,xgboost,DPS,DPS,full,,2018-04,2018-04-01 00:00:00,,55252,6798,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,5611e165b59db55392d941bdb80a2acdec17ba1cd04e5d01544de31bebee6387,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DP0,DP0,full,,2018-05,2018-05-01 00:00:00,,63102,6749,3a2c7cf7131e9bd4bb5b4f153fa8d9fc4c621e39e39bbd1626a60fe9aeb83b96,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,64e1b028b5f7b99b94955ca70106b5741930f2a0d899652ee102992d54613f20,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPB,DPB,full,,2018-05,2018-05-01 00:00:00,,63102,6749,3a2c7cf7131e9bd4bb5b4f153fa8d9fc4c621e39e39bbd1626a60fe9aeb83b96,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,c6e936962d6c6854a87f132513e83bae01e0dd212c0b3d28289bb3c311e56f6d,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,later_evaluation,logistic_l2,logistic_l2,DPG,DPG,full,,2018-05,2018-05-01 00:00:00,,63102,6749,3a2c7cf7131e9bd4bb5b4f153fa8d9fc4c621e39e39bbd1626a60fe9aeb83b96,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,941976c4b6900f085c7230aebd1aef0138279d64d33d8f84ee6afb30a68739dc,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
